index,Send,Rec,item,counts,Send_grid,Rec_grid
240,5013000524039300,1150000030035300,농산물,4,50130,11500
241,5013000731055200,1138000021002200,농산물,3,50130,11380
242,5011000137030100,4127300025034200,농산물,3,50110,41273
243,4157000128031400,5011000258050200,축산,6,41570,50110
244,5013000622057100,4480000134082100,농산물,3,50130,44800
245,2818500012018400,5011000168084200,기타식품,3,28185,50110
246,5011000375010100,2632000004052400,농산물,4,50110,26320
247,5011000478099100,3023000064020300,농산물,4,50110,30230
248,4141000031030100,5011000485007200,색조메이크업,3,41410,50110
249,5013000821028200,1135000012060300,농산물,4,50130,11350
250,5013000817046300,1150000024052400,농산물,3,50130,11500
251,5011000078068400,1129000023055100,농산물,3,50110,11290
252,5013000235040100,1123000004035400,농산물,3,50130,11230
253,5013000821028200,2917000038001400,농산물,3,50130,29170
254,4141000031030100,5011000313008400,침구세트,3,41410,50110
255,5013000205048400,2729000040004300,농산물,5,50130,27290
256,5013000777063100,3017000033030100,농산물,5,50130,30170
257,5011000685067100,4719000594013100,농산물,3,50110,47190
258,5011000078068400,2823700002090400,농산물,3,50110,28237
259,5013000803023100,1120000001028400,농산물,3,50130,11200
260,5011000137030100,3011000053053100,농산물,3,50110,30110
261,5011000137030100,4825000412052100,농산물,3,50110,48250
262,5011000199044400,2818500033010100,농산물,4,50110,28185
263,5013000610049100,1159000011014400,농산물,3,50130,11590
264,5013000777063100,2911000010069200,농산물,4,50130,29110
265,5013000616057100,4137000039079200,농산물,3,50130,41370
266,4148000690015300,5011000316051200,문화컨텐츠,3,41480,50110
267,5013000731055200,4148000672005300,농산물,7,50130,41480
268,5011000318079400,1171000023026200,농산물,10,50110,11710
269,5013000821028200,4719000435061100,농산물,3,50130,47190
270,5013000622057100,4163000159071100,농산물,3,50130,41630
271,5013000821028200,4825000421096100,농산물,3,50130,48250
272,5013000821028200,2826000142060300,농산물,5,50130,28260
273,5011000078068400,2826000026042200,농산물,4,50110,28260
274,4128500007025200,5011000556069300,침구단품,3,41285,50110
275,5013000731055200,4163000138089300,농산물,3,50130,41630
276,5011000137030100,4159000179020300,농산물,3,50110,41590
277,5011000424078200,4514000381003300,농산물,3,50110,45140
278,4372000406047400,5011000157058300,농산물,3,43720,50110
279,5011000525070400,2820000055098300,농산물,3,50110,28200
280,5013000610049100,1144000018051300,농산물,3,50130,11440
281,4148000690015300,5011000263066100,문화컨텐츠,3,41480,50110
282,5011000437099200,4371000159061300,농산물,3,50110,43710
283,5013000783057100,3011000060079300,농산물,3,50130,30110
284,5011000078068400,4479000071002200,농산물,3,50110,44790
285,4148000626030400,5011000319087400,가공식품,100,41480,50110
286,5013000851012100,4415000483031400,기타패션의류,4,50130,44150
287,5013000673010300,2653000003010100,농산물,3,50130,26530
288,5013000624091200,2817000009057300,농산물,3,50130,28170
289,5011000225012300,2818500014035100,음료,3,50110,28185
290,5011000215098200,5011000266093200,냉동/간편조리식품,3,50110,50110
291,5011001074083100,4514000398048100,농산물,5,50110,45140
292,5013000777063100,1141000008069400,농산물,3,50130,11410
293,5011000595017300,4161000163031100,음반,3,50110,41610
294,5011000078068400,4146300009053300,농산물,3,50110,41463
295,5011000213090100,4519000332089200,가공식품,3,50110,45190
296,5011000078068400,4159000383063400,농산물,4,50110,41590
297,5013000043054100,2914000014069400,농산물,3,50130,29140
298,4146100146003300,5011000319022400,문구/사무용품,3,41461,50110
299,5011000375010100,4128500048080200,음료,3,50110,41285
300,5011000078068400,4157000290019200,농산물,3,50110,41570
301,5011000078068400,4128100111047200,농산물,3,50110,41281
302,4113500004083400,5011000264090300,인테리어소품,3,41135,50110
303,4427000366060200,5011000544072300,건강식품,5,44270,50110
304,5011000078068400,2818500045039100,농산물,3,50110,28185
305,4213000356075200,5011000266021300,냉동/간편조리식품,3,42130,50110
306,5011000078068400,4513000190026200,농산물,5,50110,45130
307,5013000854017300,4117300024042100,농산물,4,50130,41173
308,4161000402022400,5011000318032100,생활용품,3,41610,50110
309,4148000690015300,5013000626058400,문화컨텐츠,3,41480,50130
310,5011000368010400,4725000719093400,농산물,4,50110,47250
311,5013000777063100,1150000024058100,농산물,3,50130,11500
312,5013000056001300,4713000426076400,농산물,3,50130,47130
313,4579000177091200,5011000173064200,축산,3,45790,50110
314,5013000754028300,2826000087078100,농산물,3,50130,28260
315,5013000826031400,2771000111067100,농산물,3,50130,27710
316,5013000731055200,2817000021020100,농산물,3,50130,28170
317,5011000437099200,4482500367016400,농산물,5,50110,44825
318,5013000854086200,1156000008087100,농산물,7,50130,11560
319,5013000735079200,2717000016004300,농산물,12,50130,27170
320,5011000178097200,1121500015099300,농산물,8,50110,11215
321,4161000271049100,5013000828031200,인테리어소품,3,41610,50130
322,5013000765096400,1171000030036400,농산물,3,50130,11710
323,5013000821028200,4421000446044100,농산물,3,50130,44210
324,5013000821078200,1130500015063200,농산물,3,50130,11305
325,5011000313069200,3611000164010200,축산,20,50110,36110
326,5011000137030100,4514000456014400,농산물,3,50110,45140
327,5011000078068400,4825000341028100,농산물,3,50110,48250
328,5013000685046100,3014000024094400,농산물,3,50130,30140
329,5011000183026200,4511100012039100,농산물,3,50110,45111
330,5011000316024300,4514000335082200,수산,5,50110,45140
331,5013000777063100,4148000336045400,농산물,3,50130,41480
332,5011000213090100,2644000142018100,농산물,3,50110,26440
333,5013000354052200,2726000025097200,농산물,3,50130,27260
334,5011001077072100,2817000002058100,농산물,5,50110,28170
335,5011000078068400,4888000549075400,농산물,3,50110,48880
336,5013000610049100,1171000021005400,농산물,3,50130,11710
337,4825000320060400,5011000312074200,수산,3,48250,50110
338,5013000731055200,2726000025008300,농산물,4,50130,27260
339,5011000137030100,4311100058094300,농산물,4,50110,43111
340,5013000610049100,4143000010001400,농산물,3,50130,41430
341,5013000827049100,4115000027045100,농산물,4,50130,41150
342,5011000424078200,3171000621001400,농산물,3,50110,31710
343,5013000731055200,2632000020049400,농산물,3,50130,26320
344,5013000765096400,4713000362029100,농산물,4,50130,47130
345,5013000610049100,2647000010040200,농산물,3,50130,26470
346,5013000871062200,4113500018082400,농산물,3,50130,41135
347,4128500028049400,5011000305080400,음료,8,41285,50110
348,5011000264026100,5011000376003100,양말/스타킹,8,50110,50110
349,5013000858004300,4121000014080400,농산물,4,50130,41210
350,5011000137030100,2714000077085300,농산물,6,50110,27140
351,5011000173096100,1174000010100300,농산물,3,50110,11740
352,5013000897086300,4315000173071100,농산물,3,50130,43150
353,1111000025015300,5011000328026100,상의,5,11110,50110
354,5011000113015100,4413100147020200,농산물,3,50110,44131
355,5011000225030100,4825000421013400,농산물,3,50110,48250
356,4150000232082100,5013000823055100,클렌징,3,41500,50130
357,5011000316024300,4511100045065400,수산,8,50110,45111
358,5013000735004100,1129000012082100,농산물,3,50130,11290
359,5013000821028200,2823700015049100,농산물,3,50130,28237
360,4511300060053300,5013000529050300,공구,5,45113,50130
361,4148000699072200,5011000435096200,음반,4,41480,50110
362,5013000459099100,3023000021068400,농산물,41,50130,30230
363,5011000582021400,4719000587070400,축산,11,50110,47190
364,5013000610049100,4413300185007100,농산물,4,50130,44133
365,5013000731055200,4146300044017400,농산물,3,50130,41463
366,5011000135053200,1150000041060100,농산물,4,50110,11500
367,5011000078068400,2820000051042400,농산물,3,50110,28200
368,4150000184029400,5011000265066300,건강식품,7,41500,50110
369,3023000053033100,5013000823076300,생활용품,4,30230,50130
370,4519000626011100,5013000823023100,건강식품,3,45190,50130
371,5013000902094200,4831000262023300,농산물,5,50130,48310
372,5013000862067200,4111100032020300,농산물,3,50130,41111
373,5011000478099100,2647000007076400,농산물,3,50110,26470
374,4122000053068300,5011000319004300,상의,3,41220,50110
375,5011000213090100,3017000027004400,농산물,7,50110,30170
376,1153000017005200,5011000264082200,이미용가전,3,11530,50110
377,5013000821028200,2638000047095400,농산물,3,50130,26380
378,5011000078068400,4128100103097300,농산물,4,50110,41281
379,5011000137030100,4413100174058400,농산물,3,50110,44131
380,5013000610049100,1135000013009400,농산물,4,50130,11350
381,5013000731055200,1168000028010400,농산물,4,50130,11680
382,5013000866088100,4211000645060400,농산물,3,50130,42110
383,5013000823067300,4514000399007100,기타식품,3,50130,45140
384,5013000610049100,1162000002031200,농산물,3,50130,11620
385,4136000216029100,5013000871083200,반려동물,4,41360,50130
386,4148000690015300,5011000313086400,문화컨텐츠,3,41480,50110
387,5011001116066400,1111000020092300,농산물,6,50110,11110
388,5011000078068400,1141000012014400,농산물,3,50110,11410
389,4122000363057300,5013000933069300,가공식품,4,41220,50130
390,5013000827100200,4113500062040400,농산물,3,50130,41135
391,5013000354052200,4111700025049200,농산물,3,50130,41117
392,5013000610049100,1156000010089400,농산물,3,50130,11560
393,1141000019068300,5011000543041100,문화컨텐츠,4,11410,50110
394,5013000862067200,4577000123012300,농산물,7,50130,45770
395,5011000078068400,4121000004087200,농산물,3,50110,41210
396,5011000220067100,4571000613049300,농산물,3,50110,45710
397,5013000685046100,3011000052028400,농산물,6,50130,30110
398,5013000765096400,1121500013077300,농산물,3,50130,11215
399,5013000691060200,4812700062015200,농산물,3,50130,48127
400,3023000012008100,5011000113071400,음료,4,30230,50110
401,5013000731055200,4615000535054300,농산물,3,50130,46150
402,4148000690043300,5011000264045100,문화컨텐츠,8,41480,50110
403,1117000009058400,5011000378017100,기타디지털/가전,3,11170,50110
404,5013000308099400,4159000207077200,농산물,3,50130,41590
405,4217000002083400,5011000264063400,음료,4,42170,50110
406,2717000009070200,5011000215023100,공구,3,27170,50110
407,5011000312034400,4572000555073300,농산물,3,50110,45720
408,5013000812070200,4831000582046300,농산물,4,50130,48310
409,5011000315016300,4511100031059300,음료,4,50110,45111
410,5013000731055200,2714000163036300,농산물,3,50130,27140
411,5011000078068400,1153000012078100,농산물,3,50110,11530
412,5011000578016400,4889000527094200,농산물,6,50110,48890
413,4148000690015300,5011000173041200,문화컨텐츠,3,41480,50110
414,5013000845056400,4136000108061200,농산물,4,50130,41360
415,5013000777063100,4421000447052300,농산물,4,50130,44210
416,5013000610049100,1121500008094400,농산물,3,50130,11215
417,5011000078068400,4511100046013200,농산물,6,50110,45111
418,4155000526085200,5011000247030200,기타식품,3,41550,50110
419,2711000007067300,5011000264025100,등산,10,27110,50110
420,4113300018010300,5011000317043300,기타디지털/가전,13,41133,50110
421,5011000078068400,4782000374039200,농산물,4,50110,47820
422,5011001086004300,4127100018025200,농산물,4,50110,41271
423,5013000043028400,4113300010077400,농산물,8,50130,41133
424,1129000014045300,5011000372001300,상의,3,11290,50110
425,5011000213090100,1123000012004300,가공식품,3,50110,11230
426,5013000823060100,4420000284094300,농산물,3,50130,44200
427,5011000078068400,4719000420025300,농산물,4,50110,47190
428,4148000489065400,5011000779044300,문화컨텐츠,12,41480,50110
429,5013000870018300,2817000019075200,농산물,5,50130,28170
430,5011001060063300,4165000625092100,농산물,8,50110,41650
431,5011000316024300,2917000057083400,기타식품,10,50110,29170
432,5011000078068400,4155000404008400,농산물,3,50110,41550
433,5011000137030100,1141000008069400,농산물,5,50110,11410
434,5011000857010100,4717000819029200,농산물,4,50110,47170
435,5013000859023300,4161000093065100,농산물,3,50130,41610
436,5011000375010100,2811000173073100,농산물,7,50110,28110
437,4136000216029100,5011000768053100,반려동물,3,41360,50110
438,5011000213090100,4146500026003200,농산물,3,50110,41465
439,5011000078068400,4113100014020300,농산물,3,50110,41131
440,5011000078068400,1159000005099100,농산물,4,50110,11590
441,5013000610049100,4148000669073300,농산물,3,50130,41480
442,4817000530046200,5011000319094400,기타식품,3,48170,50110
443,5013000610049100,2711000003034200,농산물,3,50130,27110
444,5011000437099200,1120000014073200,농산물,13,50110,11200
445,5011000137030100,1123000015026400,농산물,5,50110,11230
446,1111000024080100,5011000428035200,인테리어소품,3,11110,50110
447,5011000437099200,2629000015049100,농산물,3,50110,26290
448,5013000926087300,2818500027086100,농산물,5,50130,28185
449,4150000199100200,5011000374091100,음료,4,41500,50110
450,5011000137030100,4812100162077200,농산물,4,50110,48121
451,5011000437099200,4146100310022400,농산물,3,50110,41461
452,4146100238100100,5013000861011400,반려동물,3,41461,50130
453,5011000078068400,4117300024027400,농산물,3,50110,41173
454,4159000429094300,5011000314090100,냉동/간편조리식품,3,41590,50110
455,5013000916011300,4719000605070400,농산물,4,50130,47190
456,5011000110079200,4825000136019200,농산물,3,50110,48250
457,5011000374071400,2818500023022100,농산물,3,50110,28185
458,5013000610049100,1165000011069200,농산물,4,50130,11650
459,5011001108036200,4146500024084200,농산물,4,50110,41465
460,4161000222087300,5011000108072300,건강식품,3,41610,50110
461,5011000078068400,2823700018030100,농산물,3,50110,28237
462,5011000137030100,2623000012071200,농산물,4,50110,26230
463,5011000078068400,4136000406036400,농산물,3,50110,41360
464,5013000610049100,1135000025073100,농산물,3,50130,11350
465,5011000078068400,4117300021079100,농산물,3,50110,41173
466,5011000078068400,4827000403080300,농산물,3,50110,48270
467,5013000946029100,4117300015071200,농산물,3,50130,41173
468,4113500009026300,5011000319006300,농산물,3,41135,50110
469,5011000312034400,4825000332023300,농산물,5,50110,48250
470,5013000610049100,1156000011099400,농산물,5,50130,11560
471,4141000031030100,5011000373098100,상의,5,41410,50110
472,1117000009079100,5013000823050300,모니터,3,11170,50130
473,5011000316024300,4511300049071300,수산,7,50110,45113
474,4415000063089300,5011000374015400,반려동물,4,44150,50110
475,5011000213090100,2623000022057400,농산물,3,50110,26230
476,1117000009070100,5011000371057300,PC,3,11170,50110
477,4115000046074100,5011000331012300,양말/스타킹,3,41150,50110
478,2729000028034300,5011000265088200,기타패션의류,3,27290,50110
479,5013000692034400,4145000020048200,농산물,3,50130,41450
480,4882000455079200,5011000287044200,수산,3,48820,50110
481,5011000316024300,4423000222018100,수산,5,50110,44230
482,4159000429094300,5013000414081200,과자,3,41590,50130
483,5013000610049100,4812100115068300,농산물,3,50130,48121
484,5011000078068400,1174000016047400,농산물,4,50110,11740
485,5013000610049100,1168000011046200,농산물,3,50130,11680
486,5011000436041400,4211000613042300,농산물,3,50110,42110
487,5013000316011400,2823700026021400,농산물,3,50130,28237
488,5011001012031100,2917000083084300,농산물,3,50110,29170
489,2826000136013300,5011000485040400,침구단품,3,28260,50110
