,index,item,counts,Rec_grid,시군구명,longitude,lat
182,13383,농산물,5,11140,중구,126.6217617,37.47384843
183,23137,기타패션의류,3,11140,중구,128.6061745,35.86952722
184,23137,기타패션의류,3,11140,중구,127.421381,36.32582989
185,23137,기타패션의류,3,11140,중구,129.0345083,35.10321667
186,23137,기타패션의류,3,11140,중구,126.9996417,37.56100278
187,23137,기타패션의류,3,11140,중구,129.3328162,35.56971228
188,23137,기타패션의류,3,11140,중구,126.6217617,37.47384843
189,21582,농산물,3,11140,중구,128.6061745,35.86952722
190,21582,농산물,3,11140,중구,127.421381,36.32582989
191,21582,농산물,3,11140,중구,129.0345083,35.10321667
192,21582,농산물,3,11140,중구,126.9996417,37.56100278
193,21582,농산물,3,11140,중구,129.3328162,35.56971228
194,21582,농산물,3,11140,중구,126.6217617,37.47384843
195,28862,농산물,4,11140,중구,128.6061745,35.86952722
196,28862,농산물,4,11140,중구,127.421381,36.32582989
197,28862,농산물,4,11140,중구,129.0345083,35.10321667
198,28862,농산물,4,11140,중구,126.9996417,37.56100278
199,28862,농산물,4,11140,중구,129.3328162,35.56971228
200,28862,농산물,4,11140,중구,126.6217617,37.47384843
201,7746,수산,5,11140,중구,128.6061745,35.86952722
202,7746,수산,5,11140,중구,127.421381,36.32582989
203,7746,수산,5,11140,중구,129.0345083,35.10321667
204,7746,수산,5,11140,중구,126.9996417,37.56100278
205,7746,수산,5,11140,중구,129.3328162,35.56971228
206,7746,수산,5,11140,중구,126.6217617,37.47384843
207,23475,농산물,3,11140,중구,128.6061745,35.86952722
208,23475,농산물,3,11140,중구,127.421381,36.32582989
209,23475,농산물,3,11140,중구,129.0345083,35.10321667
210,23475,농산물,3,11140,중구,126.9996417,37.56100278
211,23475,농산물,3,11140,중구,129.3328162,35.56971228
212,23475,농산물,3,11140,중구,126.6217617,37.47384843
213,22252,농산물,3,11140,중구,128.6061745,35.86952722
214,22252,농산물,3,11140,중구,127.421381,36.32582989
215,22252,농산물,3,11140,중구,129.0345083,35.10321667
216,22252,농산물,3,11140,중구,126.9996417,37.56100278
217,22252,농산물,3,11140,중구,129.3328162,35.56971228
218,22252,농산물,3,11140,중구,126.6217617,37.47384843
219,29277,농산물,3,11140,중구,128.6061745,35.86952722
220,29277,농산물,3,11140,중구,127.421381,36.32582989
221,29277,농산물,3,11140,중구,129.0345083,35.10321667
222,29277,농산물,3,11140,중구,126.9996417,37.56100278
223,29277,농산물,3,11140,중구,129.3328162,35.56971228
224,29277,농산물,3,11140,중구,126.6217617,37.47384843
225,3895,농산물,4,11140,중구,128.6061745,35.86952722
226,3895,농산물,4,11140,중구,127.421381,36.32582989
227,3895,농산물,4,11140,중구,129.0345083,35.10321667
228,3895,농산물,4,11140,중구,126.9996417,37.56100278
229,3895,농산물,4,11140,중구,129.3328162,35.56971228
230,3895,농산물,4,11140,중구,126.6217617,37.47384843
231,6691,농산물,3,11140,중구,128.6061745,35.86952722
232,6691,농산물,3,11140,중구,127.421381,36.32582989
233,6691,농산물,3,11140,중구,129.0345083,35.10321667
234,6691,농산물,3,11140,중구,126.9996417,37.56100278
235,6691,농산물,3,11140,중구,129.3328162,35.56971228
236,6691,농산물,3,11140,중구,126.6217617,37.47384843
237,20210,농산물,3,11140,중구,128.6061745,35.86952722
238,20210,농산물,3,11140,중구,127.421381,36.32582989
239,20210,농산물,3,11140,중구,129.0345083,35.10321667
240,20210,농산물,3,11140,중구,126.9996417,37.56100278
241,20210,농산물,3,11140,중구,129.3328162,35.56971228
242,20210,농산물,3,11140,중구,126.6217617,37.47384843
243,23352,농산물,4,11140,중구,128.6061745,35.86952722
244,23352,농산물,4,11140,중구,127.421381,36.32582989
245,23352,농산물,4,11140,중구,129.0345083,35.10321667
246,23352,농산물,4,11140,중구,126.9996417,37.56100278
247,23352,농산물,4,11140,중구,129.3328162,35.56971228
248,23352,농산물,4,11140,중구,126.6217617,37.47384843
249,27290,농산물,4,11140,중구,128.6061745,35.86952722
250,27290,농산물,4,11140,중구,127.421381,36.32582989
251,27290,농산물,4,11140,중구,129.0345083,35.10321667
252,27290,농산물,4,11140,중구,126.9996417,37.56100278
253,27290,농산물,4,11140,중구,129.3328162,35.56971228
254,27290,농산물,4,11140,중구,126.6217617,37.47384843
255,21769,농산물,4,11140,중구,128.6061745,35.86952722
256,21769,농산물,4,11140,중구,127.421381,36.32582989
257,21769,농산물,4,11140,중구,129.0345083,35.10321667
258,21769,농산물,4,11140,중구,126.9996417,37.56100278
259,21769,농산물,4,11140,중구,129.3328162,35.56971228
260,21769,농산물,4,11140,중구,126.6217617,37.47384843
261,22138,농산물,3,11140,중구,128.6061745,35.86952722
262,22138,농산물,3,11140,중구,127.421381,36.32582989
263,22138,농산물,3,11140,중구,129.0345083,35.10321667
264,22138,농산물,3,11140,중구,126.9996417,37.56100278
265,22138,농산물,3,11140,중구,129.3328162,35.56971228
266,22138,농산물,3,11140,중구,126.6217617,37.47384843
267,9575,농산물,3,11140,중구,128.6061745,35.86952722
268,9575,농산물,3,11140,중구,127.421381,36.32582989
269,9575,농산물,3,11140,중구,129.0345083,35.10321667
270,9575,농산물,3,11140,중구,126.9996417,37.56100278
271,9575,농산물,3,11140,중구,129.3328162,35.56971228
272,9575,농산물,3,11140,중구,126.6217617,37.47384843
273,3231,농산물,4,11140,중구,128.6061745,35.86952722
274,3231,농산물,4,11140,중구,127.421381,36.32582989
275,3231,농산물,4,11140,중구,129.0345083,35.10321667
276,3231,농산물,4,11140,중구,126.9996417,37.56100278
277,3231,농산물,4,11140,중구,129.3328162,35.56971228
278,3231,농산물,4,11140,중구,126.6217617,37.47384843
279,23505,농산물,6,11140,중구,128.6061745,35.86952722
280,23505,농산물,6,11140,중구,127.421381,36.32582989
281,23505,농산물,6,11140,중구,129.0345083,35.10321667
282,23505,농산물,6,11140,중구,126.9996417,37.56100278
283,23505,농산물,6,11140,중구,129.3328162,35.56971228
284,23505,농산물,6,11140,중구,126.6217617,37.47384843
285,17494,농산물,3,11140,중구,128.6061745,35.86952722
286,17494,농산물,3,11140,중구,127.421381,36.32582989
287,17494,농산물,3,11140,중구,129.0345083,35.10321667
288,17494,농산물,3,11140,중구,126.9996417,37.56100278
289,17494,농산물,3,11140,중구,129.3328162,35.56971228
290,17494,농산물,3,11140,중구,126.6217617,37.47384843
291,6007,농산물,4,11140,중구,128.6061745,35.86952722
292,6007,농산물,4,11140,중구,127.421381,36.32582989
293,6007,농산물,4,11140,중구,129.0345083,35.10321667
294,6007,농산물,4,11140,중구,126.9996417,37.56100278
295,6007,농산물,4,11140,중구,129.3328162,35.56971228
296,6007,농산물,4,11140,중구,126.6217617,37.47384843
297,17961,기타식품,3,11140,중구,128.6061745,35.86952722
298,17961,기타식품,3,11140,중구,127.421381,36.32582989
299,17961,기타식품,3,11140,중구,129.0345083,35.10321667
300,17961,기타식품,3,11140,중구,126.9996417,37.56100278
301,17961,기타식품,3,11140,중구,129.3328162,35.56971228
302,17961,기타식품,3,11140,중구,126.6217617,37.47384843
303,4735,기타패션의류,3,11140,중구,128.6061745,35.86952722
304,4735,기타패션의류,3,11140,중구,127.421381,36.32582989
305,4735,기타패션의류,3,11140,중구,129.0345083,35.10321667
306,4735,기타패션의류,3,11140,중구,126.9996417,37.56100278
307,4735,기타패션의류,3,11140,중구,129.3328162,35.56971228
308,4735,기타패션의류,3,11140,중구,126.6217617,37.47384843
309,14755,농산물,3,11140,중구,128.6061745,35.86952722
310,14755,농산물,3,11140,중구,127.421381,36.32582989
311,14755,농산물,3,11140,중구,129.0345083,35.10321667
312,14755,농산물,3,11140,중구,126.9996417,37.56100278
313,14755,농산물,3,11140,중구,129.3328162,35.56971228
314,14755,농산물,3,11140,중구,126.6217617,37.47384843
315,27181,농산물,6,11140,중구,128.6061745,35.86952722
316,27181,농산물,6,11140,중구,127.421381,36.32582989
317,27181,농산물,6,11140,중구,129.0345083,35.10321667
318,27181,농산물,6,11140,중구,126.9996417,37.56100278
319,27181,농산물,6,11140,중구,129.3328162,35.56971228
320,27181,농산물,6,11140,중구,126.6217617,37.47384843
321,17822,농산물,3,11140,중구,128.6061745,35.86952722
322,17822,농산물,3,11140,중구,127.421381,36.32582989
323,17822,농산물,3,11140,중구,129.0345083,35.10321667
324,17822,농산물,3,11140,중구,126.9996417,37.56100278
325,17822,농산물,3,11140,중구,129.3328162,35.56971228
326,17822,농산물,3,11140,중구,126.6217617,37.47384843
327,14375,농산물,4,11140,중구,128.6061745,35.86952722
328,14375,농산물,4,11140,중구,127.421381,36.32582989
329,14375,농산물,4,11140,중구,129.0345083,35.10321667
330,14375,농산물,4,11140,중구,126.9996417,37.56100278
331,14375,농산물,4,11140,중구,129.3328162,35.56971228
332,14375,농산물,4,11140,중구,126.6217617,37.47384843
333,27532,음반,3,11140,중구,128.6061745,35.86952722
334,27532,음반,3,11140,중구,127.421381,36.32582989
335,27532,음반,3,11140,중구,129.0345083,35.10321667
336,27532,음반,3,11140,중구,126.9996417,37.56100278
337,27532,음반,3,11140,중구,129.3328162,35.56971228
338,27532,음반,3,11140,중구,126.6217617,37.47384843
339,18891,농산물,9,11140,중구,128.6061745,35.86952722
340,18891,농산물,9,11140,중구,127.421381,36.32582989
341,18891,농산물,9,11140,중구,129.0345083,35.10321667
342,18891,농산물,9,11140,중구,126.9996417,37.56100278
343,18891,농산물,9,11140,중구,129.3328162,35.56971228
344,18891,농산물,9,11140,중구,126.6217617,37.47384843
345,3164,농산물,5,11140,중구,128.6061745,35.86952722
346,3164,농산물,5,11140,중구,127.421381,36.32582989
347,3164,농산물,5,11140,중구,129.0345083,35.10321667
348,3164,농산물,5,11140,중구,126.9996417,37.56100278
349,3164,농산물,5,11140,중구,129.3328162,35.56971228
350,3164,농산물,5,11140,중구,126.6217617,37.47384843
351,20724,농산물,3,11140,중구,128.6061745,35.86952722
352,20724,농산물,3,11140,중구,127.421381,36.32582989
353,20724,농산물,3,11140,중구,129.0345083,35.10321667
354,20724,농산물,3,11140,중구,126.9996417,37.56100278
355,20724,농산물,3,11140,중구,129.3328162,35.56971228
356,20724,농산물,3,11140,중구,126.6217617,37.47384843
357,20483,농산물,4,11140,중구,128.6061745,35.86952722
358,20483,농산물,4,11140,중구,127.421381,36.32582989
359,20483,농산물,4,11140,중구,129.0345083,35.10321667
360,20483,농산물,4,11140,중구,126.9996417,37.56100278
361,20483,농산물,4,11140,중구,129.3328162,35.56971228
362,20483,농산물,4,11140,중구,126.6217617,37.47384843
363,17810,음료,4,11140,중구,128.6061745,35.86952722
364,17810,음료,4,11140,중구,127.421381,36.32582989
365,17810,음료,4,11140,중구,129.0345083,35.10321667
366,17810,음료,4,11140,중구,126.9996417,37.56100278
367,17810,음료,4,11140,중구,129.3328162,35.56971228
368,17810,음료,4,11140,중구,126.6217617,37.47384843
369,31084,수산,3,11140,중구,128.6061745,35.86952722
370,31084,수산,3,11140,중구,127.421381,36.32582989
371,31084,수산,3,11140,중구,129.0345083,35.10321667
372,31084,수산,3,11140,중구,126.9996417,37.56100278
373,31084,수산,3,11140,중구,129.3328162,35.56971228
374,31084,수산,3,11140,중구,126.6217617,37.47384843
375,21857,농산물,4,11140,중구,128.6061745,35.86952722
376,21857,농산물,4,11140,중구,127.421381,36.32582989
377,21857,농산물,4,11140,중구,129.0345083,35.10321667
378,21857,농산물,4,11140,중구,126.9996417,37.56100278
379,21857,농산물,4,11140,중구,129.3328162,35.56971228
380,21857,농산물,4,11140,중구,126.6217617,37.47384843
381,13429,음료,3,11140,중구,128.6061745,35.86952722
382,13429,음료,3,11140,중구,127.421381,36.32582989
383,13429,음료,3,11140,중구,129.0345083,35.10321667
384,13429,음료,3,11140,중구,126.9996417,37.56100278
385,13429,음료,3,11140,중구,129.3328162,35.56971228
386,13429,음료,3,11140,중구,126.6217617,37.47384843
387,29815,농산물,4,11140,중구,128.6061745,35.86952722
388,29815,농산물,4,11140,중구,127.421381,36.32582989
389,29815,농산물,4,11140,중구,129.0345083,35.10321667
390,29815,농산물,4,11140,중구,126.9996417,37.56100278
391,29815,농산물,4,11140,중구,129.3328162,35.56971228
392,29815,농산물,4,11140,중구,126.6217617,37.47384843
393,26354,농산물,3,11140,중구,128.6061745,35.86952722
394,26354,농산물,3,11140,중구,127.421381,36.32582989
395,26354,농산물,3,11140,중구,129.0345083,35.10321667
396,26354,농산물,3,11140,중구,126.9996417,37.56100278
397,26354,농산물,3,11140,중구,129.3328162,35.56971228
398,26354,농산물,3,11140,중구,126.6217617,37.47384843
399,23515,음반,4,11140,중구,128.6061745,35.86952722
400,23515,음반,4,11140,중구,127.421381,36.32582989
401,23515,음반,4,11140,중구,129.0345083,35.10321667
402,23515,음반,4,11140,중구,126.9996417,37.56100278
403,23515,음반,4,11140,중구,129.3328162,35.56971228
404,23515,음반,4,11140,중구,126.6217617,37.47384843
405,4056,농산물,5,11140,중구,128.6061745,35.86952722
406,4056,농산물,5,11140,중구,127.421381,36.32582989
407,4056,농산물,5,11140,중구,129.0345083,35.10321667
408,4056,농산물,5,11140,중구,126.9996417,37.56100278
409,4056,농산물,5,11140,중구,129.3328162,35.56971228
410,4056,농산물,5,11140,중구,126.6217617,37.47384843
411,30347,수산,5,11140,중구,128.6061745,35.86952722
412,30347,수산,5,11140,중구,127.421381,36.32582989
413,30347,수산,5,11140,중구,129.0345083,35.10321667
414,30347,수산,5,11140,중구,126.9996417,37.56100278
415,30347,수산,5,11140,중구,129.3328162,35.56971228
416,30347,수산,5,11140,중구,126.6217617,37.47384843
417,9792,농산물,4,11140,중구,128.6061745,35.86952722
418,9792,농산물,4,11140,중구,127.421381,36.32582989
419,9792,농산물,4,11140,중구,129.0345083,35.10321667
420,9792,농산물,4,11140,중구,126.9996417,37.56100278
421,9792,농산물,4,11140,중구,129.3328162,35.56971228
422,9792,농산물,4,11140,중구,126.6217617,37.47384843
423,9139,농산물,3,11140,중구,128.6061745,35.86952722
424,9139,농산물,3,11140,중구,127.421381,36.32582989
425,9139,농산물,3,11140,중구,129.0345083,35.10321667
426,9139,농산물,3,11140,중구,126.9996417,37.56100278
427,9139,농산물,3,11140,중구,129.3328162,35.56971228
428,9139,농산물,3,11140,중구,126.6217617,37.47384843
429,15481,음료,6,11140,중구,128.6061745,35.86952722
430,15481,음료,6,11140,중구,127.421381,36.32582989
431,15481,음료,6,11140,중구,129.0345083,35.10321667
432,15481,음료,6,11140,중구,126.9996417,37.56100278
433,15481,음료,6,11140,중구,129.3328162,35.56971228
434,15481,음료,6,11140,중구,126.6217617,37.47384843
435,14340,농산물,3,11140,중구,128.6061745,35.86952722
436,14340,농산물,3,11140,중구,127.421381,36.32582989
437,14340,농산물,3,11140,중구,129.0345083,35.10321667
438,14340,농산물,3,11140,중구,126.9996417,37.56100278
439,14340,농산물,3,11140,중구,129.3328162,35.56971228
440,14340,농산물,3,11140,중구,126.6217617,37.47384843
441,827,농산물,6,11140,중구,128.6061745,35.86952722
442,827,농산물,6,11140,중구,127.421381,36.32582989
443,827,농산물,6,11140,중구,129.0345083,35.10321667
444,827,농산물,6,11140,중구,126.9996417,37.56100278
445,827,농산물,6,11140,중구,129.3328162,35.56971228
446,827,농산물,6,11140,중구,126.6217617,37.47384843
447,6285,농산물,4,11140,중구,128.6061745,35.86952722
448,6285,농산물,4,11140,중구,127.421381,36.32582989
449,6285,농산물,4,11140,중구,129.0345083,35.10321667
450,6285,농산물,4,11140,중구,126.9996417,37.56100278
451,6285,농산물,4,11140,중구,129.3328162,35.56971228
452,6285,농산물,4,11140,중구,126.6217617,37.47384843
453,13240,농산물,3,11140,중구,128.6061745,35.86952722
454,13240,농산물,3,11140,중구,127.421381,36.32582989
455,13240,농산물,3,11140,중구,129.0345083,35.10321667
456,13240,농산물,3,11140,중구,126.9996417,37.56100278
457,13240,농산물,3,11140,중구,129.3328162,35.56971228
458,13240,농산물,3,11140,중구,126.6217617,37.47384843
459,9096,농산물,4,11140,중구,128.6061745,35.86952722
460,9096,농산물,4,11140,중구,127.421381,36.32582989
461,9096,농산물,4,11140,중구,129.0345083,35.10321667
462,9096,농산물,4,11140,중구,126.9996417,37.56100278
463,9096,농산물,4,11140,중구,129.3328162,35.56971228
464,9096,농산물,4,11140,중구,126.6217617,37.47384843
465,27539,농산물,4,11140,중구,128.6061745,35.86952722
466,27539,농산물,4,11140,중구,127.421381,36.32582989
467,27539,농산물,4,11140,중구,129.0345083,35.10321667
468,27539,농산물,4,11140,중구,126.9996417,37.56100278
469,27539,농산물,4,11140,중구,129.3328162,35.56971228
470,27539,농산물,4,11140,중구,126.6217617,37.47384843
471,21725,축산,6,11140,중구,128.6061745,35.86952722
472,21725,축산,6,11140,중구,127.421381,36.32582989
473,21725,축산,6,11140,중구,129.0345083,35.10321667
474,21725,축산,6,11140,중구,126.9996417,37.56100278
475,21725,축산,6,11140,중구,129.3328162,35.56971228
476,21725,축산,6,11140,중구,126.6217617,37.47384843
477,13451,농산물,3,11140,중구,128.6061745,35.86952722
