,index,item,counts,Rec_grid,시군구명
83,18416,농산물,3,11110,종로구
84,7551,농산물,5,11110,종로구
85,14518,가공식품,8,11110,종로구
86,13026,농산물,3,11110,종로구
87,387,농산물,6,11110,종로구
88,2309,농산물,3,11110,종로구
89,6291,농산물,40,11110,종로구
90,9823,농산물,23,11110,종로구
91,18587,농산물,4,11110,종로구
92,18578,농산물,10,11110,종로구
93,11056,농산물,9,11110,종로구
94,4900,농산물,5,11110,종로구
95,6214,농산물,4,11110,종로구
96,2392,농산물,5,11110,종로구
97,25773,농산물,4,11110,종로구
98,16622,농산물,3,11110,종로구
99,4966,농산물,4,11110,종로구
100,18525,기타패션의류,10,11110,종로구
101,5060,농산물,4,11110,종로구
102,20932,수산,3,11110,종로구
103,10884,농산물,3,11110,종로구
104,1084,농산물,3,11110,종로구
105,24263,농산물,5,11110,종로구
106,16700,수산,9,11110,종로구
107,16708,농산물,4,11110,종로구
108,25754,농산물,3,11110,종로구
109,30803,농산물,3,11110,종로구
110,13034,농산물,4,11110,종로구
111,25742,농산물,3,11110,종로구
112,28808,농산물,3,11110,종로구
113,8669,농산물,3,11110,종로구
114,28109,농산물,7,11110,종로구
115,7840,농산물,6,11110,종로구
116,14229,음반,3,11110,종로구
117,26765,농산물,3,11110,종로구
118,13899,농산물,3,11110,종로구
119,22185,농산물,11,11110,종로구
120,8093,농산물,5,11110,종로구
121,1270,농산물,16,11110,종로구
122,3948,수산,3,11110,종로구
123,30593,농산물,4,11110,종로구
124,24111,농산물,3,11110,종로구
125,14097,농산물,3,11110,종로구
126,3876,농산물,3,11110,종로구
127,8567,농산물,3,11110,종로구
128,19499,농산물,3,11110,종로구
129,26103,농산물,3,11110,종로구
130,29318,농산물,3,11110,종로구
131,19929,농산물,4,11110,종로구
132,7694,농산물,3,11110,종로구
133,27,농산물,3,11110,종로구
134,8263,농산물,4,11110,종로구
135,14598,농산물,3,11110,종로구
136,11921,농산물,3,11110,종로구
137,23782,농산물,14,11110,종로구
138,27648,농산물,11,11110,종로구
139,8522,농산물,4,11110,종로구
140,29259,음료,5,11110,종로구
141,14665,농산물,3,11110,종로구
142,8145,음료,6,11110,종로구
143,809,농산물,3,11110,종로구
144,7847,농산물,17,11110,종로구
145,19336,음반,3,11110,종로구
146,16006,농산물,3,11110,종로구
147,20407,농산물,3,11140,중구
148,30340,농산물,3,11140,중구
149,10952,기타패션의류,20,11140,중구
150,7156,수산,3,11140,중구
151,2187,농산물,7,11140,중구
152,13383,농산물,5,11140,중구
153,23137,기타패션의류,3,11140,중구
154,21582,농산물,3,11140,중구
155,28862,농산물,4,11140,중구
156,7746,수산,5,11140,중구
157,23475,농산물,3,11140,중구
158,22252,농산물,3,11140,중구
159,29277,농산물,3,11140,중구
160,3895,농산물,4,11140,중구
161,6691,농산물,3,11140,중구
162,20210,농산물,3,11140,중구
163,23352,농산물,4,11140,중구
164,27290,농산물,4,11140,중구
165,21769,농산물,4,11140,중구
166,22138,농산물,3,11140,중구
167,9575,농산물,3,11140,중구
168,3231,농산물,4,11140,중구
169,23505,농산물,6,11140,중구
170,17494,농산물,3,11140,중구
171,6007,농산물,4,11140,중구
172,17961,기타식품,3,11140,중구
173,4735,기타패션의류,3,11140,중구
174,14755,농산물,3,11140,중구
175,27181,농산물,6,11140,중구
176,17822,농산물,3,11140,중구
177,14375,농산물,4,11140,중구
178,27532,음반,3,11140,중구
179,18891,농산물,9,11140,중구
180,3164,농산물,5,11140,중구
181,20724,농산물,3,11140,중구
182,20483,농산물,4,11140,중구
183,17810,음료,4,11140,중구
184,31084,수산,3,11140,중구
185,21857,농산물,4,11140,중구
186,13429,음료,3,11140,중구
187,29815,농산물,4,11140,중구
188,26354,농산물,3,11140,중구
189,23515,음반,4,11140,중구
190,4056,농산물,5,11140,중구
191,30347,수산,5,11140,중구
192,9792,농산물,4,11140,중구
193,9139,농산물,3,11140,중구
194,15481,음료,6,11140,중구
195,14340,농산물,3,11140,중구
196,827,농산물,6,11140,중구
197,6285,농산물,4,11140,중구
198,13240,농산물,3,11140,중구
199,9096,농산물,4,11140,중구
200,27539,농산물,4,11140,중구
201,21725,축산,6,11140,중구
202,13451,농산물,3,11140,중구
203,14185,농산물,4,11140,중구
204,14084,농산물,5,11140,중구
205,27235,농산물,3,11140,중구
206,31316,농산물,5,11140,중구
207,11542,농산물,5,11140,중구
208,111,농산물,3,11140,중구
209,22086,농산물,4,11140,중구
210,15821,농산물,5,11140,중구
211,14572,수산,5,11140,중구
212,19576,농산물,3,11140,중구
213,28220,농산물,5,11140,중구
214,25341,농산물,3,11140,중구
215,22855,농산물,3,11140,중구
216,25690,음반,4,11140,중구
217,10377,축산,8,11140,중구
218,10395,농산물,4,11140,중구
219,25001,가공식품,6,11140,중구
220,23591,농산물,4,11140,중구
221,28066,농산물,3,11140,중구
222,7498,기타식품,8,11140,중구
223,2991,농산물,9,11140,중구
224,19934,농산물,4,11140,중구
225,12748,농산물,3,11140,중구
226,17578,건강식품,3,11140,중구
227,22774,기타화장품/미용,16,11140,중구
228,26888,농산물,3,11140,중구
229,12933,농산물,7,11140,중구
230,12292,농산물,10,11140,중구
231,2969,농산물,3,11140,중구
232,27211,음반,3,11140,중구
233,5263,농산물,4,11140,중구
234,12603,기타디지털/가전,51,11140,중구
235,14783,농산물,13,11140,중구
236,2651,농산물,4,11140,중구
237,19168,농산물,7,11140,중구
238,31488,농산물,3,11140,중구
239,19681,농산물,3,11140,중구
240,15414,농산물,3,11140,중구
241,15784,농산물,5,11140,중구
242,8942,음반,7,11140,중구
243,27242,농산물,4,11140,중구
244,27663,축산,3,11170,용산구
245,10644,농산물,3,11170,용산구
246,10741,농산물,4,11170,용산구
247,25655,농산물,3,11170,용산구
248,12474,농산물,3,11170,용산구
249,3214,농산물,4,11170,용산구
250,29357,가공식품,17,11170,용산구
251,22448,농산물,3,11170,용산구
252,9720,농산물,3,11170,용산구
253,6414,기타디지털/가전,4,11170,용산구
254,22891,농산물,4,11170,용산구
255,23272,농산물,6,11170,용산구
256,22842,농산물,10,11170,용산구
257,20585,음반,3,11170,용산구
258,24305,농산물,3,11170,용산구
259,31507,농산물,4,11170,용산구
260,12168,농산물,5,11170,용산구
261,2183,농산물,4,11170,용산구
262,2927,농산물,3,11170,용산구
263,10600,농산물,5,11170,용산구
264,3983,농산물,3,11170,용산구
265,27190,농산물,3,11170,용산구
266,9740,커튼/블라인드,3,11170,용산구
267,1000,음료,11,11170,용산구
268,20627,농산물,3,11170,용산구
269,24020,농산물,3,11170,용산구
270,28105,농산물,3,11170,용산구
271,30768,농산물,16,11170,용산구
272,30164,농산물,4,11170,용산구
273,8397,농산물,3,11170,용산구
274,25214,음반,3,11170,용산구
275,6484,농산물,3,11170,용산구
276,12520,농산물,3,11170,용산구
277,26727,농산물,4,11170,용산구
278,14090,농산물,3,11170,용산구
279,2765,농산물,3,11170,용산구
280,28854,문구/사무용품,3,11170,용산구
281,15644,음반,3,11170,용산구
282,14945,농산물,5,11170,용산구
283,26458,건강식품,3,11170,용산구
284,5785,농산물,3,11170,용산구
285,28580,농산물,3,11170,용산구
286,10911,농산물,3,11170,용산구
287,20877,농산물,9,11170,용산구
288,29938,농산물,4,11170,용산구
289,10031,농산물,3,11170,용산구
290,13111,농산물,3,11170,용산구
291,25382,농산물,3,11170,용산구
292,5806,기타패션의류,9,11170,용산구
293,22724,농산물,3,11170,용산구
294,31541,농산물,3,11170,용산구
295,26856,농산물,3,11170,용산구
296,10859,농산물,6,11170,용산구
297,10880,음반,3,11170,용산구
298,25594,기타디지털/가전,3,11170,용산구
299,20725,농산물,4,11170,용산구
300,2352,농산물,5,11170,용산구
301,30886,농산물,4,11170,용산구
302,30094,농산물,3,11170,용산구
303,18255,음반,3,11170,용산구
304,12802,농산물,3,11170,용산구
305,5544,농산물,4,11170,용산구
306,21239,농산물,3,11170,용산구
307,11088,농산물,6,11170,용산구
308,20758,농산물,4,11170,용산구
309,23,농산물,3,11170,용산구
310,5605,농산물,3,11170,용산구
311,30187,농산물,7,11170,용산구
312,10409,농산물,3,11170,용산구
313,12812,농산물,12,11170,용산구
314,6310,농산물,3,11170,용산구
315,12076,농산물,3,11170,용산구
316,17950,농산물,4,11170,용산구
317,14025,농산물,3,11170,용산구
318,8346,농산물,4,11170,용산구
319,7932,농산물,3,11170,용산구
320,28053,농산물,4,11170,용산구
321,2323,농산물,4,11170,용산구
322,24759,가공식품,3,11170,용산구
323,1456,농산물,3,11170,용산구
324,19334,농산물,3,11170,용산구
325,6532,농산물,4,11170,용산구
326,7343,농산물,3,11170,용산구
327,11565,농산물,3,11170,용산구
328,1531,농산물,3,11170,용산구
329,26264,농산물,3,11170,용산구
330,12228,농산물,4,11170,용산구
331,2027,수산,3,11170,용산구
332,13473,축산,4,11170,용산구
333,1765,스킨케어,3,11170,용산구
334,12385,농산물,4,11170,용산구
335,9125,농산물,3,11170,용산구
336,9130,음반,4,11170,용산구
337,4271,농산물,3,11170,용산구
338,3283,농산물,3,11170,용산구
339,25925,농산물,6,11170,용산구
340,1716,농산물,4,11170,용산구
341,20368,농산물,4,11170,용산구
342,25005,농산물,3,11170,용산구
343,31113,농산물,3,11170,용산구
344,30718,문화컨텐츠,16,11170,용산구
345,1954,농산물,3,11170,용산구
346,24536,농산물,6,11170,용산구
347,8987,농산물,3,11170,용산구
348,4388,농산물,3,11170,용산구
349,14698,농산물,3,11170,용산구
350,962,농산물,4,11170,용산구
351,7192,농산물,3,11170,용산구
352,29603,농산물,3,11170,용산구
353,15683,농산물,6,11170,용산구
354,29612,농산물,5,11170,용산구
355,22122,농산물,3,11170,용산구
356,27735,농산물,3,11170,용산구
357,11693,농산물,3,11170,용산구
358,4426,음료,7,11170,용산구
359,16313,농산물,4,11170,용산구
360,7302,농산물,5,11170,용산구
361,921,음료,3,11170,용산구
362,19902,농산물,3,11170,용산구
363,30397,기타패션의류,3,11170,용산구
364,9051,농산물,5,11170,용산구
365,13634,농산물,3,11170,용산구
366,27743,건강식품,3,11170,용산구
367,19201,음반,5,11170,용산구
368,25441,농산물,3,11170,용산구
369,17514,농산물,5,11170,용산구
370,12282,농산물,6,11170,용산구
371,22126,과자,3,11170,용산구
372,6864,음료,5,11170,용산구
373,4608,농산물,3,11170,용산구
374,26343,농산물,3,11170,용산구
375,23647,농산물,3,11170,용산구
376,16232,농산물,3,11170,용산구
377,6745,기타식품,3,11170,용산구
378,19882,수산,3,11170,용산구
379,13400,농산물,3,11170,용산구
380,3251,농산물,3,11170,용산구
381,7629,농산물,3,11170,용산구
382,20039,냉동/간편조리식품,4,11170,용산구
383,19971,농산물,4,11170,용산구
384,680,기타디지털/가전,3,11170,용산구
385,25297,농산물,3,11200,성동구
386,5145,농산물,9,11200,성동구
387,27809,음반,6,11200,성동구
388,8654,농산물,4,11200,성동구
389,2,농산물,3,11200,성동구
390,24533,농산물,4,11200,성동구
391,7574,농산물,4,11200,성동구
392,25173,농산물,3,11200,성동구
393,2740,농산물,4,11200,성동구
394,11664,축산,6,11200,성동구
395,29148,농산물,3,11200,성동구
396,5138,농산물,5,11200,성동구
397,5835,농산물,4,11200,성동구
398,26276,문화컨텐츠,3,11200,성동구
399,30141,농산물,3,11200,성동구
400,26220,농산물,3,11200,성동구
401,1003,농산물,3,11200,성동구
402,31645,생활가전,7,11200,성동구
403,27175,농산물,3,11200,성동구
404,15836,농산물,3,11200,성동구
405,12967,농산물,9,11200,성동구
406,30474,농산물,3,11200,성동구
407,7606,농산물,14,11200,성동구
408,7704,음반,4,11200,성동구
409,26929,농산물,3,11200,성동구
410,8639,농산물,3,11200,성동구
411,26280,농산물,3,11200,성동구
412,17157,농산물,3,11200,성동구
413,18350,농산물,3,11200,성동구
414,20174,농산물,3,11200,성동구
415,5733,농산물,3,11200,성동구
416,24081,농산물,6,11200,성동구
417,1047,농산물,3,11200,성동구
418,13801,농산물,3,11200,성동구
419,21220,농산물,4,11200,성동구
420,8735,농산물,13,11200,성동구
421,26885,농산물,6,11200,성동구
422,12026,농산물,3,11200,성동구
423,10437,농산물,3,11200,성동구
424,22026,농산물,4,11200,성동구
425,26010,농산물,3,11200,성동구
426,19237,농산물,3,11200,성동구
427,28638,농산물,4,11200,성동구
428,21257,농산물,3,11200,성동구
429,12803,음반,4,11200,성동구
430,21459,농산물,3,11200,성동구
431,21265,농산물,5,11200,성동구
432,915,농산물,3,11200,성동구
433,1297,농산물,4,11200,성동구
434,28629,농산물,5,11200,성동구
435,5712,농산물,5,11200,성동구
436,14259,수산,3,11200,성동구
437,10771,완구/매트,6,11200,성동구
438,27794,농산물,5,11200,성동구
439,21448,축산,4,11200,성동구
440,28724,농산물,4,11200,성동구
441,20018,기타식품,3,11200,성동구
442,10314,농산물,3,11200,성동구
443,5239,농산물,4,11200,성동구
444,1775,농산물,3,11200,성동구
445,1223,농산물,3,11200,성동구
446,2896,농산물,3,11200,성동구
447,30880,농산물,3,11200,성동구
448,3798,농산물,4,11200,성동구
449,24839,농산물,3,11200,성동구
450,18319,농산물,3,11200,성동구
451,23915,농산물,3,11200,성동구
452,28623,음반,3,11200,성동구
453,8828,농산물,4,11200,성동구
454,19644,농산물,3,11200,성동구
455,8270,농산물,3,11200,성동구
456,8424,음반,6,11200,성동구
457,14069,농산물,5,11200,성동구
458,26845,농산물,3,11200,성동구
459,15664,농산물,3,11200,성동구
460,9734,농산물,3,11200,성동구
461,16567,음반,3,11200,성동구
462,9265,농산물,4,11200,성동구
463,28271,문화컨텐츠,3,11200,성동구
464,24477,농산물,3,11200,성동구
465,2287,농산물,4,11200,성동구
466,28534,농산물,4,11200,성동구
467,27883,농산물,5,11200,성동구
468,11716,축산,3,11200,성동구
469,9176,농산물,7,11200,성동구
470,27649,농산물,3,11200,성동구
471,259,농산물,3,11200,성동구
472,5905,농산물,4,11200,성동구
473,30798,음반,3,11200,성동구
474,22394,농산물,5,11200,성동구
475,29081,농산물,9,11200,성동구
476,12411,수산,29,11200,성동구
477,6256,농산물,3,11200,성동구
478,18994,농산물,3,11200,성동구
479,18679,과자,4,11200,성동구
480,29833,농산물,3,11200,성동구
481,6422,농산물,3,11200,성동구
482,15243,농산물,3,11200,성동구
483,9549,농산물,3,11200,성동구
484,20551,농산물,3,11200,성동구
485,6662,농산물,3,11200,성동구
486,24630,농산물,4,11200,성동구
487,25870,농산물,3,11200,성동구
488,21781,음반,3,11200,성동구
489,19421,음료,3,11200,성동구
490,17842,농산물,6,11200,성동구
491,8484,농산물,4,11200,성동구
492,4743,농산물,3,11200,성동구
493,9412,축산,6,11200,성동구
494,15467,농산물,3,11200,성동구
495,13877,농산물,5,11200,성동구
496,25845,농산물,3,11200,성동구
497,3487,농산물,3,11200,성동구
498,3221,농산물,3,11200,성동구
499,13405,농산물,3,11200,성동구
500,20668,음료,6,11200,성동구
501,9671,농산물,4,11200,성동구
502,23284,농산물,17,11200,성동구
503,11369,농산물,3,11200,성동구
504,4478,기타식품,4,11200,성동구
505,3930,농산물,3,11200,성동구
506,15913,농산물,4,11200,성동구
507,17006,농산물,3,11200,성동구
508,20234,완구/매트,4,11200,성동구
509,17727,농산물,3,11200,성동구
510,1111,농산물,3,11200,성동구
511,27725,농산물,3,11200,성동구
512,11700,농산물,4,11200,성동구
513,12561,음반,4,11200,성동구
514,29941,농산물,3,11200,성동구
515,31130,농산물,5,11200,성동구
516,30966,농산물,3,11200,성동구
517,25384,농산물,3,11200,성동구
518,12390,농산물,3,11200,성동구
519,444,농산물,13,11200,성동구
520,19718,농산물,3,11200,성동구
521,31256,농산물,3,11200,성동구
522,29611,농산물,5,11200,성동구
523,29379,농산물,3,11200,성동구
524,21914,농산물,3,11200,성동구
525,8333,농산물,5,11200,성동구
526,20218,음료,7,11200,성동구
527,21577,음료,3,11200,성동구
528,28455,농산물,3,11200,성동구
529,16382,농산물,3,11200,성동구
530,8340,농산물,3,11200,성동구
531,3893,기타패션의류,6,11200,성동구
532,24037,축산,6,11200,성동구
533,24099,농산물,4,11200,성동구
534,10995,농산물,4,11200,성동구
535,2341,농산물,5,11200,성동구
536,3809,농산물,5,11215,광진구
537,735,농산물,3,11215,광진구
538,24050,농산물,3,11215,광진구
539,946,건강식품,10,11215,광진구
540,25484,기타식품,3,11215,광진구
541,17664,농산물,3,11215,광진구
542,17394,음료,3,11215,광진구
543,17679,농산물,3,11215,광진구
544,17071,농산물,4,11215,광진구
545,4490,농산물,3,11215,광진구
546,24170,수산,3,11215,광진구
547,22793,음료,5,11215,광진구
548,12376,농산물,3,11215,광진구
549,11798,농산물,5,11215,광진구
550,653,농산물,3,11215,광진구
551,3449,농산물,3,11215,광진구
552,21524,농산물,3,11215,광진구
553,18140,농산물,3,11215,광진구
554,25434,농산물,3,11215,광진구
555,26573,농산물,3,11215,광진구
556,24124,농산물,4,11215,광진구
557,17924,농산물,3,11215,광진구
558,22029,농산물,3,11215,광진구
559,21494,농산물,3,11215,광진구
560,10936,농산물,3,11215,광진구
561,12324,농산물,3,11215,광진구
562,10744,농산물,6,11215,광진구
563,22661,농산물,3,11215,광진구
564,17108,농산물,4,11215,광진구
565,12304,농산물,3,11215,광진구
566,14522,농산물,3,11215,광진구
567,3047,농산물,4,11215,광진구
568,28178,과자,6,11215,광진구
569,12644,농산물,4,11215,광진구
570,24146,농산물,9,11215,광진구
571,27229,농산물,3,11215,광진구
572,24813,음반,3,11215,광진구
573,11397,농산물,3,11215,광진구
574,26677,음반,3,11215,광진구
575,25436,농산물,5,11215,광진구
576,1094,농산물,5,11215,광진구
577,26539,음반,3,11215,광진구
578,320,농산물,8,11215,광진구
579,29767,농산물,3,11215,광진구
580,14364,수산,3,11215,광진구
581,31345,농산물,7,11215,광진구
582,14381,농산물,5,11215,광진구
583,20020,농산물,3,11215,광진구
584,9722,농산물,4,11215,광진구
585,8694,농산물,5,11215,광진구
586,31195,농산물,5,11215,광진구
587,6362,농산물,9,11215,광진구
588,16578,수산,3,11215,광진구
589,19241,농산물,3,11215,광진구
590,7615,농산물,3,11215,광진구
591,398,농산물,3,11215,광진구
592,27757,농산물,3,11215,광진구
593,26976,농산물,3,11215,광진구
594,23200,농산물,3,11215,광진구
595,416,농산물,3,11215,광진구
596,1543,농산물,3,11215,광진구
597,13965,농산물,3,11215,광진구
598,6092,농산물,4,11215,광진구
599,8514,축산,3,11215,광진구
600,3724,농산물,6,11215,광진구
601,13128,농산물,4,11215,광진구
602,8612,과자,10,11215,광진구
603,8784,농산물,4,11215,광진구
604,9456,농산물,4,11215,광진구
605,27073,농산물,3,11215,광진구
606,20233,농산물,44,11215,광진구
607,7124,농산물,5,11215,광진구
608,27046,농산물,3,11215,광진구
609,19046,농산물,3,11215,광진구
610,29615,농산물,3,11215,광진구
611,2002,농산물,5,11215,광진구
612,10663,건강식품,5,11215,광진구
613,15110,농산물,3,11215,광진구
614,14313,건강식품,8,11215,광진구
615,29607,농산물,4,11215,광진구
616,20320,농산물,3,11215,광진구
617,16323,농산물,4,11215,광진구
618,8945,농산물,10,11215,광진구
619,197,농산물,5,11215,광진구
620,27812,농산물,5,11215,광진구
621,9266,농산물,3,11215,광진구
622,13416,농산물,3,11215,광진구
623,29575,축산,3,11215,광진구
624,1790,음반,3,11215,광진구
625,27888,농산물,3,11215,광진구
626,18899,농산물,3,11215,광진구
627,15899,농산물,3,11215,광진구
628,7333,농산물,4,11215,광진구
629,6713,수산,4,11215,광진구
630,23359,음반,4,11215,광진구
631,29448,농산물,4,11215,광진구
632,29933,농산물,4,11215,광진구
633,23685,농산물,4,11215,광진구
634,31531,농산물,3,11215,광진구
635,19438,기타식품,3,11215,광진구
636,8231,농산물,4,11215,광진구
637,7937,기타식품,3,11215,광진구
638,30858,농산물,3,11215,광진구
639,29290,농산물,3,11215,광진구
640,30088,음료,4,11215,광진구
641,8289,농산물,3,11215,광진구
642,29416,농산물,3,11215,광진구
643,14000,음반,3,11215,광진구
644,27127,수산,6,11215,광진구
645,30890,농산물,3,11215,광진구
646,2529,수산,3,11215,광진구
647,26077,농산물,3,11215,광진구
648,10312,기타식품,5,11215,광진구
649,18313,농산물,3,11215,광진구
650,23005,농산물,3,11215,광진구
651,5435,농산물,3,11215,광진구
652,1489,농산물,4,11215,광진구
653,26192,농산물,3,11215,광진구
654,14910,음반,3,11215,광진구
655,22807,농산물,3,11215,광진구
656,24307,농산물,4,11215,광진구
657,16024,수산,3,11215,광진구
658,7826,과자,3,11215,광진구
659,14136,농산물,3,11215,광진구
660,8418,농산물,5,11215,광진구
661,28673,농산물,3,11215,광진구
662,14289,수산,6,11230,동대문구
663,3698,농산물,3,11230,동대문구
664,29161,농산물,7,11230,동대문구
665,29300,가공식품,3,11230,동대문구
666,8312,농산물,3,11230,동대문구
667,26101,농산물,3,11230,동대문구
668,19519,농산물,49,11230,동대문구
669,19180,농산물,6,11230,동대문구
670,29574,농산물,6,11230,동대문구
671,8967,농산물,3,11230,동대문구
672,29149,음료,6,11230,동대문구
673,931,농산물,3,11230,동대문구
674,7182,농산물,3,11230,동대문구
675,17376,농산물,4,11230,동대문구
676,31327,농산물,3,11230,동대문구
677,15142,농산물,5,11230,동대문구
678,7278,농산물,3,11230,동대문구
679,1438,농산물,3,11230,동대문구
680,23804,음반,3,11230,동대문구
681,22556,수산,5,11230,동대문구
682,1425,농산물,3,11230,동대문구
683,16043,농산물,3,11230,동대문구
684,29320,음반,8,11230,동대문구
685,27561,농산물,3,11230,동대문구
686,3675,농산물,4,11230,동대문구
687,11913,농산물,3,11230,동대문구
688,17531,가공식품,5,11230,동대문구
689,26801,농산물,7,11230,동대문구
690,14688,농산물,5,11230,동대문구
691,8405,음료,4,11230,동대문구
692,27756,농산물,3,11230,동대문구
693,228,농산물,3,11230,동대문구
694,7674,농산물,3,11230,동대문구
695,24857,농산물,3,11230,동대문구
696,8552,농산물,3,11230,동대문구
697,19838,수산,4,11230,동대문구
698,22507,농산물,4,11230,동대문구
699,12185,주방가전,3,11230,동대문구
700,19898,농산물,3,11230,동대문구
701,19896,농산물,4,11230,동대문구
702,27120,농산물,3,11230,동대문구
703,4049,농산물,3,11230,동대문구
704,4050,농산물,3,11230,동대문구
705,8485,농산물,6,11230,동대문구
706,22127,농산물,4,11230,동대문구
707,15227,농산물,4,11230,동대문구
708,15333,농산물,8,11230,동대문구
709,19816,농산물,4,11230,동대문구
710,8395,농산물,7,11230,동대문구
711,12313,농산물,3,11230,동대문구
712,30634,농산물,3,11230,동대문구
713,8749,농산물,3,11230,동대문구
714,12308,농산물,9,11230,동대문구
715,15258,가공식품,5,11230,동대문구
716,29196,농산물,5,11230,동대문구
717,4191,농산물,3,11230,동대문구
718,22064,농산물,3,11230,동대문구
719,17191,농산물,3,11230,동대문구
720,29516,음반,3,11230,동대문구
721,1241,농산물,3,11230,동대문구
722,12103,농산물,3,11230,동대문구
723,8369,농산물,3,11230,동대문구
724,17580,농산물,3,11230,동대문구
725,16119,농산물,4,11230,동대문구
726,8641,농산물,4,11230,동대문구
727,7485,농산물,3,11230,동대문구
728,17102,농산물,3,11230,동대문구
729,2018,농산물,3,11230,동대문구
730,7144,농산물,3,11230,동대문구
731,18387,농산물,3,11230,동대문구
732,30208,농산물,4,11230,동대문구
733,15779,농산물,3,11230,동대문구
734,10882,기타식품,3,11230,동대문구
735,13015,농산물,3,11230,동대문구
736,23064,농산물,4,11230,동대문구
737,18440,농산물,3,11230,동대문구
738,26468,농산물,3,11230,동대문구
739,445,농산물,5,11230,동대문구
740,28590,농산물,3,11230,동대문구
741,21509,농산물,4,11230,동대문구
742,6088,농산물,3,11230,동대문구
743,425,가공식품,3,11230,동대문구
744,23973,농산물,3,11230,동대문구
745,27967,농산물,3,11230,동대문구
746,22717,농산물,3,11230,동대문구
747,6157,농산물,3,11230,동대문구
748,6188,농산물,3,11230,동대문구
749,31298,농산물,4,11230,동대문구
750,29900,농산물,3,11230,동대문구
751,20811,농산물,5,11230,동대문구
752,29874,농산물,5,11230,동대문구
753,6089,농산물,4,11230,동대문구
754,10248,농산물,3,11230,동대문구
755,2719,농산물,3,11230,동대문구
756,21104,농산물,3,11230,동대문구
757,14807,농산물,3,11230,동대문구
758,30834,농산물,3,11230,동대문구
759,21374,농산물,3,11230,동대문구
760,564,농산물,3,11230,동대문구
761,5425,농산물,3,11230,동대문구
762,5451,농산물,6,11230,동대문구
763,2897,농산물,3,11230,동대문구
764,12753,농산물,3,11230,동대문구
765,18268,농산물,4,11230,동대문구
766,994,농산물,3,11230,동대문구
767,22784,농산물,3,11230,동대문구
768,524,농산물,3,11230,동대문구
769,25676,농산물,3,11230,동대문구
770,21201,음료,5,11230,동대문구
771,21478,농산물,3,11230,동대문구
772,30035,냉동/간편조리식품,9,11230,동대문구
773,16949,농산물,6,11230,동대문구
