,index,item,counts,Send_grid,시군구명,longitude,lat
176,5587,가공식품,75,11140,중구,126.9996417,37.56100278
177,5587,가공식품,75,11140,중구,129.3328162,35.56971228
178,5587,가공식품,75,11140,중구,126.6217617,37.47384843
179,22089,주방용품,3,11140,중구,128.6061745,35.86952722
180,22089,주방용품,3,11140,중구,127.421381,36.32582989
181,22089,주방용품,3,11140,중구,129.0345083,35.10321667
182,22089,주방용품,3,11140,중구,126.9996417,37.56100278
183,22089,주방용품,3,11140,중구,129.3328162,35.56971228
184,22089,주방용품,3,11140,중구,126.6217617,37.47384843
185,5107,축산,5,11140,중구,128.6061745,35.86952722
186,5107,축산,5,11140,중구,127.421381,36.32582989
187,5107,축산,5,11140,중구,129.0345083,35.10321667
188,5107,축산,5,11140,중구,126.9996417,37.56100278
189,5107,축산,5,11140,중구,129.3328162,35.56971228
190,5107,축산,5,11140,중구,126.6217617,37.47384843
191,13550,반려동물,3,11140,중구,128.6061745,35.86952722
192,13550,반려동물,3,11140,중구,127.421381,36.32582989
193,13550,반려동물,3,11140,중구,129.0345083,35.10321667
194,13550,반려동물,3,11140,중구,126.9996417,37.56100278
195,13550,반려동물,3,11140,중구,129.3328162,35.56971228
196,13550,반려동물,3,11140,중구,126.6217617,37.47384843
197,5392,주얼리,16,11140,중구,128.6061745,35.86952722
198,5392,주얼리,16,11140,중구,127.421381,36.32582989
199,5392,주얼리,16,11140,중구,129.0345083,35.10321667
200,5392,주얼리,16,11140,중구,126.9996417,37.56100278
201,5392,주얼리,16,11140,중구,129.3328162,35.56971228
202,5392,주얼리,16,11140,중구,126.6217617,37.47384843
203,12157,음료,3,11140,중구,128.6061745,35.86952722
204,12157,음료,3,11140,중구,127.421381,36.32582989
205,12157,음료,3,11140,중구,129.0345083,35.10321667
206,12157,음료,3,11140,중구,126.9996417,37.56100278
207,12157,음료,3,11140,중구,129.3328162,35.56971228
208,12157,음료,3,11140,중구,126.6217617,37.47384843
209,15409,축산,4,11140,중구,128.6061745,35.86952722
210,15409,축산,4,11140,중구,127.421381,36.32582989
211,15409,축산,4,11140,중구,129.0345083,35.10321667
212,15409,축산,4,11140,중구,126.9996417,37.56100278
213,15409,축산,4,11140,중구,129.3328162,35.56971228
214,15409,축산,4,11140,중구,126.6217617,37.47384843
215,13431,DIY자재/용품,4,11140,중구,128.6061745,35.86952722
216,13431,DIY자재/용품,4,11140,중구,127.421381,36.32582989
217,13431,DIY자재/용품,4,11140,중구,129.0345083,35.10321667
218,13431,DIY자재/용품,4,11140,중구,126.9996417,37.56100278
219,13431,DIY자재/용품,4,11140,중구,129.3328162,35.56971228
220,13431,DIY자재/용품,4,11140,중구,126.6217617,37.47384843
221,28273,문화컨텐츠,3,11140,중구,128.6061745,35.86952722
222,28273,문화컨텐츠,3,11140,중구,127.421381,36.32582989
223,28273,문화컨텐츠,3,11140,중구,129.0345083,35.10321667
224,28273,문화컨텐츠,3,11140,중구,126.9996417,37.56100278
225,28273,문화컨텐츠,3,11140,중구,129.3328162,35.56971228
226,28273,문화컨텐츠,3,11140,중구,126.6217617,37.47384843
227,13060,기타화장품/미용,3,11140,중구,128.6061745,35.86952722
228,13060,기타화장품/미용,3,11140,중구,127.421381,36.32582989
229,13060,기타화장품/미용,3,11140,중구,129.0345083,35.10321667
230,13060,기타화장품/미용,3,11140,중구,126.9996417,37.56100278
231,13060,기타화장품/미용,3,11140,중구,129.3328162,35.56971228
232,13060,기타화장품/미용,3,11140,중구,126.6217617,37.47384843
233,16594,가공식품,7,11140,중구,128.6061745,35.86952722
234,16594,가공식품,7,11140,중구,127.421381,36.32582989
235,16594,가공식품,7,11140,중구,129.0345083,35.10321667
236,16594,가공식품,7,11140,중구,126.9996417,37.56100278
237,16594,가공식품,7,11140,중구,129.3328162,35.56971228
238,16594,가공식품,7,11140,중구,126.6217617,37.47384843
239,8200,가공식품,9,11140,중구,128.6061745,35.86952722
240,8200,가공식품,9,11140,중구,127.421381,36.32582989
241,8200,가공식품,9,11140,중구,129.0345083,35.10321667
242,8200,가공식품,9,11140,중구,126.9996417,37.56100278
243,8200,가공식품,9,11140,중구,129.3328162,35.56971228
244,8200,가공식품,9,11140,중구,126.6217617,37.47384843
245,19528,기타화장품/미용,15,11140,중구,128.6061745,35.86952722
246,19528,기타화장품/미용,15,11140,중구,127.421381,36.32582989
247,19528,기타화장품/미용,15,11140,중구,129.0345083,35.10321667
248,19528,기타화장품/미용,15,11140,중구,126.9996417,37.56100278
249,19528,기타화장품/미용,15,11140,중구,129.3328162,35.56971228
250,19528,기타화장품/미용,15,11140,중구,126.6217617,37.47384843
251,13073,건강식품,3,11140,중구,128.6061745,35.86952722
252,13073,건강식품,3,11140,중구,127.421381,36.32582989
253,13073,건강식품,3,11140,중구,129.0345083,35.10321667
254,13073,건강식품,3,11140,중구,126.9996417,37.56100278
255,13073,건강식품,3,11140,중구,129.3328162,35.56971228
256,13073,건강식품,3,11140,중구,126.6217617,37.47384843
257,23553,가공식품,42,11140,중구,128.6061745,35.86952722
258,23553,가공식품,42,11140,중구,127.421381,36.32582989
259,23553,가공식품,42,11140,중구,129.0345083,35.10321667
260,23553,가공식품,42,11140,중구,126.9996417,37.56100278
261,23553,가공식품,42,11140,중구,129.3328162,35.56971228
262,23553,가공식품,42,11140,중구,126.6217617,37.47384843
263,10218,가공식품,4,11140,중구,128.6061745,35.86952722
264,10218,가공식품,4,11140,중구,127.421381,36.32582989
265,10218,가공식품,4,11140,중구,129.0345083,35.10321667
266,10218,가공식품,4,11140,중구,126.9996417,37.56100278
267,10218,가공식품,4,11140,중구,129.3328162,35.56971228
268,10218,가공식품,4,11140,중구,126.6217617,37.47384843
269,6237,스킨케어,3,11140,중구,128.6061745,35.86952722
270,6237,스킨케어,3,11140,중구,127.421381,36.32582989
271,6237,스킨케어,3,11140,중구,129.0345083,35.10321667
272,6237,스킨케어,3,11140,중구,126.9996417,37.56100278
273,6237,스킨케어,3,11140,중구,129.3328162,35.56971228
274,6237,스킨케어,3,11140,중구,126.6217617,37.47384843
275,20993,냉동/간편조리식품,5,11140,중구,128.6061745,35.86952722
276,20993,냉동/간편조리식품,5,11140,중구,127.421381,36.32582989
277,20993,냉동/간편조리식품,5,11140,중구,129.0345083,35.10321667
278,20993,냉동/간편조리식품,5,11140,중구,126.9996417,37.56100278
279,20993,냉동/간편조리식품,5,11140,중구,129.3328162,35.56971228
280,20993,냉동/간편조리식품,5,11140,중구,126.6217617,37.47384843
281,18315,스마트디바이스액세서리,3,11140,중구,128.6061745,35.86952722
282,18315,스마트디바이스액세서리,3,11140,중구,127.421381,36.32582989
283,18315,스마트디바이스액세서리,3,11140,중구,129.0345083,35.10321667
284,18315,스마트디바이스액세서리,3,11140,중구,126.9996417,37.56100278
285,18315,스마트디바이스액세서리,3,11140,중구,129.3328162,35.56971228
286,18315,스마트디바이스액세서리,3,11140,중구,126.6217617,37.47384843
287,5300,냉동/간편조리식품,4,11140,중구,128.6061745,35.86952722
288,5300,냉동/간편조리식품,4,11140,중구,127.421381,36.32582989
289,5300,냉동/간편조리식품,4,11140,중구,129.0345083,35.10321667
290,5300,냉동/간편조리식품,4,11140,중구,126.9996417,37.56100278
291,5300,냉동/간편조리식품,4,11140,중구,129.3328162,35.56971228
292,5300,냉동/간편조리식품,4,11140,중구,126.6217617,37.47384843
293,31157,가공식품,3,26110,중구,128.6061745,35.86952722
294,31157,가공식품,3,26110,중구,127.421381,36.32582989
295,31157,가공식품,3,26110,중구,129.0345083,35.10321667
296,31157,가공식품,3,26110,중구,126.9996417,37.56100278
297,31157,가공식품,3,26110,중구,129.3328162,35.56971228
298,31157,가공식품,3,26110,중구,126.6217617,37.47384843
299,14938,가공식품,3,26110,중구,128.6061745,35.86952722
300,14938,가공식품,3,26110,중구,127.421381,36.32582989
301,14938,가공식품,3,26110,중구,129.0345083,35.10321667
302,14938,가공식품,3,26110,중구,126.9996417,37.56100278
303,14938,가공식품,3,26110,중구,129.3328162,35.56971228
304,14938,가공식품,3,26110,중구,126.6217617,37.47384843
305,9755,수산,4,26110,중구,128.6061745,35.86952722
306,9755,수산,4,26110,중구,127.421381,36.32582989
307,9755,수산,4,26110,중구,129.0345083,35.10321667
308,9755,수산,4,26110,중구,126.9996417,37.56100278
309,9755,수산,4,26110,중구,129.3328162,35.56971228
310,9755,수산,4,26110,중구,126.6217617,37.47384843
311,18133,기타식품,3,27110,중구,128.6061745,35.86952722
312,18133,기타식품,3,27110,중구,127.421381,36.32582989
313,18133,기타식품,3,27110,중구,129.0345083,35.10321667
314,18133,기타식품,3,27110,중구,126.9996417,37.56100278
315,18133,기타식품,3,27110,중구,129.3328162,35.56971228
316,18133,기타식품,3,27110,중구,126.6217617,37.47384843
317,13407,생활용품,5,27110,중구,128.6061745,35.86952722
318,13407,생활용품,5,27110,중구,127.421381,36.32582989
319,13407,생활용품,5,27110,중구,129.0345083,35.10321667
320,13407,생활용품,5,27110,중구,126.9996417,37.56100278
321,13407,생활용품,5,27110,중구,129.3328162,35.56971228
322,13407,생활용품,5,27110,중구,126.6217617,37.47384843
323,419,등산,10,27110,중구,128.6061745,35.86952722
324,419,등산,10,27110,중구,127.421381,36.32582989
325,419,등산,10,27110,중구,129.0345083,35.10321667
326,419,등산,10,27110,중구,126.9996417,37.56100278
327,419,등산,10,27110,중구,129.3328162,35.56971228
328,419,등산,10,27110,중구,126.6217617,37.47384843
329,15881,기타식품,4,27110,중구,128.6061745,35.86952722
330,15881,기타식품,4,27110,중구,127.421381,36.32582989
331,15881,기타식품,4,27110,중구,129.0345083,35.10321667
332,15881,기타식품,4,27110,중구,126.9996417,37.56100278
333,15881,기타식품,4,27110,중구,129.3328162,35.56971228
334,15881,기타식품,4,27110,중구,126.6217617,37.47384843
335,3962,주방용품,3,27110,중구,128.6061745,35.86952722
336,3962,주방용품,3,27110,중구,127.421381,36.32582989
337,3962,주방용품,3,27110,중구,129.0345083,35.10321667
338,3962,주방용품,3,27110,중구,126.9996417,37.56100278
339,3962,주방용품,3,27110,중구,129.3328162,35.56971228
340,3962,주방용품,3,27110,중구,126.6217617,37.47384843
341,13219,기저귀/물티슈,17,27110,중구,128.6061745,35.86952722
342,13219,기저귀/물티슈,17,27110,중구,127.421381,36.32582989
343,13219,기저귀/물티슈,17,27110,중구,129.0345083,35.10321667
344,13219,기저귀/물티슈,17,27110,중구,126.9996417,37.56100278
345,13219,기저귀/물티슈,17,27110,중구,129.3328162,35.56971228
346,13219,기저귀/물티슈,17,27110,중구,126.6217617,37.47384843
347,13183,공구,3,27110,중구,128.6061745,35.86952722
348,13183,공구,3,27110,중구,127.421381,36.32582989
349,13183,공구,3,27110,중구,129.0345083,35.10321667
350,13183,공구,3,27110,중구,126.9996417,37.56100278
351,13183,공구,3,27110,중구,129.3328162,35.56971228
352,13183,공구,3,27110,중구,126.6217617,37.47384843
353,6296,음료,3,27110,중구,128.6061745,35.86952722
354,6296,음료,3,27110,중구,127.421381,36.32582989
355,6296,음료,3,27110,중구,129.0345083,35.10321667
356,6296,음료,3,27110,중구,126.9996417,37.56100278
357,6296,음료,3,27110,중구,129.3328162,35.56971228
358,6296,음료,3,27110,중구,126.6217617,37.47384843
359,6851,아우터,3,28110,중구,128.6061745,35.86952722
360,6851,아우터,3,28110,중구,127.421381,36.32582989
361,6851,아우터,3,28110,중구,129.0345083,35.10321667
362,6851,아우터,3,28110,중구,126.9996417,37.56100278
363,6851,아우터,3,28110,중구,129.3328162,35.56971228
364,6851,아우터,3,28110,중구,126.6217617,37.47384843
365,29390,신발,3,28110,중구,128.6061745,35.86952722
366,29390,신발,3,28110,중구,127.421381,36.32582989
367,29390,신발,3,28110,중구,129.0345083,35.10321667
368,29390,신발,3,28110,중구,126.9996417,37.56100278
369,29390,신발,3,28110,중구,129.3328162,35.56971228
370,29390,신발,3,28110,중구,126.6217617,37.47384843
371,27569,기타패션의류,4,28110,중구,128.6061745,35.86952722
372,27569,기타패션의류,4,28110,중구,127.421381,36.32582989
373,27569,기타패션의류,4,28110,중구,129.0345083,35.10321667
374,27569,기타패션의류,4,28110,중구,126.9996417,37.56100278
375,27569,기타패션의류,4,28110,중구,129.3328162,35.56971228
376,27569,기타패션의류,4,28110,중구,126.6217617,37.47384843
377,5070,냉동/간편조리식품,3,28110,중구,128.6061745,35.86952722
378,5070,냉동/간편조리식품,3,28110,중구,127.421381,36.32582989
379,5070,냉동/간편조리식품,3,28110,중구,129.0345083,35.10321667
380,5070,냉동/간편조리식품,3,28110,중구,126.9996417,37.56100278
381,5070,냉동/간편조리식품,3,28110,중구,129.3328162,35.56971228
382,5070,냉동/간편조리식품,3,28110,중구,126.6217617,37.47384843
383,5056,상의,3,28110,중구,128.6061745,35.86952722
384,5056,상의,3,28110,중구,127.421381,36.32582989
385,5056,상의,3,28110,중구,129.0345083,35.10321667
386,5056,상의,3,28110,중구,126.9996417,37.56100278
387,5056,상의,3,28110,중구,129.3328162,35.56971228
388,5056,상의,3,28110,중구,126.6217617,37.47384843
389,19114,하의,4,28110,중구,128.6061745,35.86952722
390,19114,하의,4,28110,중구,127.421381,36.32582989
391,19114,하의,4,28110,중구,129.0345083,35.10321667
392,19114,하의,4,28110,중구,126.9996417,37.56100278
393,19114,하의,4,28110,중구,129.3328162,35.56971228
394,19114,하의,4,28110,중구,126.6217617,37.47384843
395,31671,원피스/점프슈트,3,28110,중구,128.6061745,35.86952722
396,31671,원피스/점프슈트,3,28110,중구,127.421381,36.32582989
397,31671,원피스/점프슈트,3,28110,중구,129.0345083,35.10321667
398,31671,원피스/점프슈트,3,28110,중구,126.9996417,37.56100278
399,31671,원피스/점프슈트,3,28110,중구,129.3328162,35.56971228
400,31671,원피스/점프슈트,3,28110,중구,126.6217617,37.47384843
401,20437,가공식품,5,28110,중구,128.6061745,35.86952722
402,20437,가공식품,5,28110,중구,127.421381,36.32582989
403,20437,가공식품,5,28110,중구,129.0345083,35.10321667
404,20437,가공식품,5,28110,중구,126.9996417,37.56100278
405,20437,가공식품,5,28110,중구,129.3328162,35.56971228
406,20437,가공식품,5,28110,중구,126.6217617,37.47384843
407,26246,아우터,3,28110,중구,128.6061745,35.86952722
408,26246,아우터,3,28110,중구,127.421381,36.32582989
409,26246,아우터,3,28110,중구,129.0345083,35.10321667
410,26246,아우터,3,28110,중구,126.9996417,37.56100278
411,26246,아우터,3,28110,중구,129.3328162,35.56971228
412,26246,아우터,3,28110,중구,126.6217617,37.47384843
413,14957,상의,3,28110,중구,128.6061745,35.86952722
414,14957,상의,3,28110,중구,127.421381,36.32582989
415,14957,상의,3,28110,중구,129.0345083,35.10321667
416,14957,상의,3,28110,중구,126.9996417,37.56100278
417,14957,상의,3,28110,중구,129.3328162,35.56971228
418,14957,상의,3,28110,중구,126.6217617,37.47384843
419,23458,반려동물,4,28110,중구,128.6061745,35.86952722
420,23458,반려동물,4,28110,중구,127.421381,36.32582989
421,23458,반려동물,4,28110,중구,129.0345083,35.10321667
422,23458,반려동물,4,28110,중구,126.9996417,37.56100278
423,23458,반려동물,4,28110,중구,129.3328162,35.56971228
424,23458,반려동물,4,28110,중구,126.6217617,37.47384843
425,24134,건강식품,5,28110,중구,128.6061745,35.86952722
426,24134,건강식품,5,28110,중구,127.421381,36.32582989
427,24134,건강식품,5,28110,중구,129.0345083,35.10321667
428,24134,건강식품,5,28110,중구,126.9996417,37.56100278
429,24134,건강식품,5,28110,중구,129.3328162,35.56971228
430,24134,건강식품,5,28110,중구,126.6217617,37.47384843
431,18785,음료,3,28110,중구,128.6061745,35.86952722
432,18785,음료,3,28110,중구,127.421381,36.32582989
433,18785,음료,3,28110,중구,129.0345083,35.10321667
434,18785,음료,3,28110,중구,126.9996417,37.56100278
435,18785,음료,3,28110,중구,129.3328162,35.56971228
436,18785,음료,3,28110,중구,126.6217617,37.47384843
437,765,아우터,5,28110,중구,128.6061745,35.86952722
438,765,아우터,5,28110,중구,127.421381,36.32582989
439,765,아우터,5,28110,중구,129.0345083,35.10321667
440,765,아우터,5,28110,중구,126.9996417,37.56100278
441,765,아우터,5,28110,중구,129.3328162,35.56971228
442,765,아우터,5,28110,중구,126.6217617,37.47384843
443,4861,가공식품,4,28110,중구,128.6061745,35.86952722
444,4861,가공식품,4,28110,중구,127.421381,36.32582989
445,4861,가공식품,4,28110,중구,129.0345083,35.10321667
446,4861,가공식품,4,28110,중구,126.9996417,37.56100278
447,4861,가공식품,4,28110,중구,129.3328162,35.56971228
448,4861,가공식품,4,28110,중구,126.6217617,37.47384843
449,12484,자동차용품,5,28110,중구,128.6061745,35.86952722
450,12484,자동차용품,5,28110,중구,127.421381,36.32582989
451,12484,자동차용품,5,28110,중구,129.0345083,35.10321667
452,12484,자동차용품,5,28110,중구,126.9996417,37.56100278
